transaction_id,sale_date,sale_time,store_name,product_name,category,quantity,unit_price,discount_percent,tax,amount,payment_mode,customer_type,employee_id,created_at
8655db6f-cc59-4a74-9842-ced5074212b6,2026-07-01,04:28:33,Pune,Apple Watch Series 10,Watch,8,50000,5,68400.0,448400.0,UPI,Existing,1045,2026-07-01 14:41:57
cd54236f-2e3e-41ed-8b2a-1829c4c88459,2026-07-01,06:58:45,Pune,iPhone 15,iPhone,2,70000,9,22932.0,150332.0,Apple Pay,Existing,1074,2026-07-01 02:30:06
b21c84a0-8cd0-4fc9-97e4-d95ede6d2d7a,2026-07-01,08:13:55,Pune,HomePod,Accessory,9,30000,7,45198.0,296298.0,Cash,New,1029,2026-07-01 21:31:28
8c9e0fb1-4748-45c5-b6a5-876b0ef461f8,2026-07-01,06:41:34,Pune,iPhone 16 Pro,iPhone,1,120000,8,19872.0,130272.0,Debit Card,Corporate,1091,2026-07-01 22:52:39
84b4b7f3-2435-41ff-ba1d-d1b7556553ef,2026-07-01,02:18:30,Pune,iPad Air,iPad,7,60000,12,66528.0,436128.0,Credit Card,Existing,1057,2026-07-01 12:12:43
7c527017-7b4d-4043-9681-b2044273ba93,2026-07-01,10:33:21,Pune,iPhone 16 Pro Max,iPhone,2,150000,13,46980.0,307980.0,Net Banking,Existing,1003,2026-07-01 23:48:06
b6d47128-db89-4d06-b046-ef799959e48f,2026-07-01,21:05:22,Pune,Apple Watch Series 10,Watch,10,50000,3,87300.0,572300.0,UPI,New,1064,2026-07-01 07:10:56
fadd9493-4d4a-44af-a761-f7d2deb07a8b,2026-07-01,05:57:44,Pune,iPad Pro,iPad,7,110000,3,134442.0,881342.0,Debit Card,Existing,1028,2026-07-01 17:01:30
cae80ada-d892-42d2-8497-3cd604be5fa7,2026-07-01,00:04:51,Pune,iPhone 16 Pro Max,iPhone,8,150000,7,200880.0,1316880.0,Credit Card,Existing,1011,2026-07-01 20:25:52
9542dd48-0ac6-4178-a4ff-b51c490ba286,2026-07-01,22:15:49,Pune,iPhone 16 Pro,iPhone,7,120000,8,139104.0,911904.0,Net Banking,Existing,1077,2026-07-01 03:07:36
3ff98a1c-7755-444a-b856-0181ee1736dc,2026-07-01,06:24:28,Pune,iPad Pro,iPad,3,110000,7,55242.0,362142.0,UPI,Corporate,1010,2026-07-01 03:11:39
dc874d9e-06f5-4f6e-acfe-7d93e45b7d65,2026-07-01,20:56:00,Pune,iPhone 16 Pro,iPhone,8,120000,1,171072.0,1121472.0,Apple Pay,Existing,1071,2026-07-01 15:22:19
fd9977ff-b218-44f4-91f2-815a871b3b54,2026-07-01,07:30:14,Pune,iPhone 16 Pro,iPhone,8,120000,2,169344.0,1110144.0,Apple Pay,Existing,1035,2026-07-01 14:36:21
62088c96-ce5b-4327-a949-28670df934e9,2026-07-01,02:00:31,Pune,iPhone 16 Pro,iPhone,1,120000,12,19008.0,124608.0,UPI,New,1036,2026-07-01 08:39:21
496fb530-66da-490c-986d-51c4b72e61f6,2026-07-01,07:51:50,Pune,HomePod,Accessory,2,30000,11,9612.0,63012.0,Cash,Existing,1007,2026-07-01 01:01:13
c86cc511-a805-4fd9-8d6e-34ca518faded,2026-07-01,02:01:43,Pune,Apple Pencil Pro,Accessory,2,12000,2,4233.6,27753.6,Credit Card,Existing,1023,2026-07-01 00:38:42
f681bee8-f9e2-4b23-8ec0-6ecd1f63a775,2026-07-01,03:18:06,Pune,iPhone 16 Pro,iPhone,6,120000,6,121824.0,798624.0,Net Banking,Existing,1051,2026-07-01 04:10:24
c39c5359-5d7b-41dd-ad40-23f7a617bf6d,2026-07-01,11:34:03,Pune,iPhone 15,iPhone,7,70000,6,82908.0,543508.0,Apple Pay,Existing,1007,2026-07-01 06:05:14
b824021e-4bf4-418c-9376-a79b5b888e85,2026-07-01,05:17:48,Pune,iPhone 15,iPhone,9,70000,5,107730.0,706230.0,Cash,Corporate,1058,2026-07-01 01:17:54
f8447cf2-fe65-4171-bed2-f66dddf63488,2026-07-01,22:19:07,Pune,MacBook Pro M4,Mac,9,220000,6,335016.0,2196216.0,Debit Card,New,1071,2026-07-01 23:59:42
1dd69528-a454-4268-91d4-b7e3916070ab,2026-07-01,01:48:14,Pune,Apple Pencil Pro,Accessory,4,12000,15,7344.0,48144.0,UPI,Existing,1038,2026-07-01 23:21:55
f6cb30c5-1c4f-4ccc-856b-370d95bb5518,2026-07-01,01:04:10,Pune,HomePod,Accessory,6,30000,9,29484.0,193284.0,Apple Pay,Corporate,1067,2026-07-01 10:55:31
e86eaa5f-c6aa-4760-a702-214f7e966ce8,2026-07-01,14:05:15,Pune,Apple TV,Accessory,4,18000,15,11016.0,72216.0,Apple Pay,New,1093,2026-07-01 03:18:49
41664faa-f11e-4a2c-9fff-899c0bd0326e,2026-07-01,04:41:41,Pune,iPhone 16,iPhone,9,80000,11,115344.0,756144.0,UPI,Existing,1060,2026-07-01 19:10:00
6d4f9c5f-45cc-4e1d-a316-34e15e76c71d,2026-07-01,13:58:24,Pune,iPhone 16,iPhone,10,80000,11,128160.0,840160.0,Debit Card,Existing,1022,2026-07-01 21:27:44
504e9a83-f51f-48d1-9813-054f04618c24,2026-07-01,22:54:46,Pune,AirPods Pro,Audio,8,25000,9,32760.0,214760.0,Debit Card,Existing,1012,2026-07-01 07:42:20
4c09602c-727b-438c-9562-6f03848582d5,2026-07-01,09:20:43,Pune,AirPods 4,Audio,6,15000,4,15552.0,101952.0,Apple Pay,New,1060,2026-07-01 14:10:12
d5a1b5a3-f96b-43a5-864b-fdf48faead3f,2026-07-01,08:51:45,Pune,iPad Air,iPad,9,60000,7,90396.0,592596.0,Credit Card,Corporate,1020,2026-07-01 03:39:47
04fd5488-d41c-46cf-b496-0c7134fef764,2026-07-01,20:30:28,Pune,iPad Air,iPad,3,60000,10,29160.0,191160.0,Credit Card,Corporate,1021,2026-07-01 23:48:49
9a02f015-a956-4886-a656-571dfe686014,2026-07-01,13:46:50,Pune,Apple Pencil Pro,Accessory,2,12000,5,4104.0,26904.0,UPI,Existing,1097,2026-07-01 00:30:59
1269340d-9f09-4a0e-9005-7a30215ab484,2026-07-01,08:56:06,Pune,Apple Watch Ultra,Watch,1,90000,10,14580.0,95580.0,Credit Card,Existing,1056,2026-07-01 20:25:48
86a33ebe-179e-49f9-89a0-4008408400de,2026-07-01,02:24:43,Pune,MacBook Air M4,Mac,1,125000,12,19800.0,129800.0,Cash,Corporate,1049,2026-07-01 20:56:01
9d6f2178-fb83-4d46-a163-ac0df031b69d,2026-07-01,19:56:43,Pune,MacBook Pro M4,Mac,6,220000,6,223344.0,1464144.0,Cash,Corporate,1070,2026-07-01 21:51:23
360501c6-fa25-4c07-853b-ae3416dbc527,2026-07-01,04:28:43,Pune,iPhone 16,iPhone,2,80000,7,26784.0,175584.0,Cash,Corporate,1075,2026-07-01 18:46:31
5e006aba-1063-4160-99c1-f878e1f2cf3e,2026-07-01,21:30:50,Pune,Apple Watch Ultra,Watch,2,90000,4,31104.0,203904.0,UPI,New,1061,2026-07-01 07:57:30
4045d9d7-c24e-451d-9936-acf6f7a67dee,2026-07-01,18:42:54,Pune,MacBook Pro M4,Mac,5,220000,10,178200.0,1168200.0,Apple Pay,Corporate,1051,2026-07-01 04:02:52
992ad743-195f-47e5-8dbe-359df6fd96cd,2026-07-01,06:39:30,Pune,iPhone 16 Pro Max,iPhone,10,150000,4,259200.0,1699200.0,Apple Pay,Corporate,1060,2026-07-01 18:36:21
abdfc10d-0ddf-40f1-8c38-06a650085f4d,2026-07-01,07:14:38,Pune,iPhone 16,iPhone,5,80000,0,72000.0,472000.0,Credit Card,Corporate,1087,2026-07-01 10:22:32
8f8a2535-e5c2-4a2d-b04b-14c9f14be4b9,2026-07-01,13:35:53,Pune,MacBook Pro M4,Mac,4,220000,0,158400.0,1038400.0,Credit Card,Corporate,1057,2026-07-01 17:06:23
74ffd3b8-41b7-427f-a5fb-413733315344,2026-07-01,00:54:01,Pune,Apple Watch Ultra,Watch,8,90000,11,115344.0,756144.0,Debit Card,Corporate,1095,2026-07-01 01:22:21
a0248471-a541-4f75-8bb2-51d778fd2ff5,2026-07-01,16:19:43,Pune,Apple Watch Series 10,Watch,4,50000,4,34560.0,226560.0,Credit Card,Existing,1041,2026-07-01 15:00:33
cebb1578-df5b-4973-a061-e97205808ead,2026-07-01,14:19:13,Pune,iPhone 15,iPhone,3,70000,12,33264.0,218064.0,Cash,Existing,1036,2026-07-01 09:04:53
a5134f06-6bf5-46f0-b08f-69ddcd72c242,2026-07-01,22:21:35,Pune,Apple Watch Ultra,Watch,7,90000,6,106596.0,698796.0,UPI,New,1059,2026-07-01 14:21:49
47037083-14a5-4cb2-b718-ffe7b5ba7535,2026-07-01,14:11:05,Pune,iPhone 16 Pro Max,iPhone,6,150000,3,157140.0,1030140.0,Credit Card,Corporate,1056,2026-07-01 15:42:17
6e84f48c-d424-4d5e-aa00-1cb6fac800d5,2026-07-01,13:19:42,Pune,Apple TV,Accessory,2,18000,13,5637.6,36957.6,UPI,Corporate,1010,2026-07-01 11:23:37
e042ba04-7b96-4f60-90ee-a59f19b0f4a1,2026-07-01,22:18:39,Pune,iPhone 15,iPhone,6,70000,6,71064.0,465864.0,Credit Card,Corporate,1071,2026-07-01 14:15:58
48f41695-1f7a-416e-898e-2aac9f2e12c4,2026-07-01,07:01:16,Pune,Apple Pencil Pro,Accessory,8,12000,13,15033.6,98553.6,Debit Card,Existing,1081,2026-07-01 09:38:39
91711223-2fab-40a0-a246-8712da7c594b,2026-07-01,08:52:23,Pune,iPhone 15,iPhone,6,70000,8,69552.0,455952.0,Apple Pay,Existing,1022,2026-07-01 18:44:35
7e79ba2e-0039-4a11-a844-a489af2de52c,2026-07-01,00:48:03,Pune,Apple TV,Accessory,10,18000,11,28836.0,189036.0,Cash,Corporate,1074,2026-07-01 02:59:51
99e50dd3-ee6e-4e6e-a714-48ee30fe3cb0,2026-07-01,05:20:53,Pune,iPhone 15,iPhone,3,70000,0,37800.0,247800.0,UPI,New,1030,2026-07-01 19:45:17
d11f5493-0bb7-4a6b-989e-6d0aa1c83590,2026-07-01,11:40:21,Pune,AirPods 4,Audio,9,15000,14,20898.0,136998.0,Net Banking,Existing,1081,2026-07-01 19:37:58
1e6a7ad6-80c5-4d68-935f-d10d162b111e,2026-07-01,21:10:02,Pune,iPad Pro,iPad,1,110000,2,19404.0,127204.0,Apple Pay,Corporate,1012,2026-07-01 20:02:37
0dc61920-40b3-4662-98c9-ac20774e3659,2026-07-01,06:46:49,Pune,Apple Watch Ultra,Watch,7,90000,6,106596.0,698796.0,Net Banking,Existing,1012,2026-07-01 12:59:59
d32d9f81-9c68-4dd4-a94b-d5f05d4944a7,2026-07-01,06:04:00,Pune,Apple Watch Ultra,Watch,6,90000,15,82620.0,541620.0,Cash,Existing,1002,2026-07-01 22:24:18
68b6e60b-86b7-4089-aff1-8709eccd7ceb,2026-07-01,01:28:34,Pune,iPhone 15,iPhone,9,70000,13,98658.0,646758.0,Debit Card,New,1098,2026-07-01 16:54:03
6e235591-2420-4ae8-b237-1ba76d0cd476,2026-07-01,22:03:59,Pune,AirPods Pro,Audio,3,25000,5,12825.0,84075.0,Apple Pay,New,1030,2026-07-01 07:50:35
25ceada9-0745-4e20-9c48-d77ce78e1a7d,2026-07-01,17:16:15,Pune,Apple Watch Series 10,Watch,5,50000,2,44100.0,289100.0,Apple Pay,Corporate,1002,2026-07-01 06:37:55
c9c56ced-e2db-465d-9aba-7927dc7ae06a,2026-07-01,22:41:03,Pune,AirPods 4,Audio,6,15000,8,14904.0,97704.0,Net Banking,New,1072,2026-07-01 09:10:46
425d6556-699e-437c-b761-35207779239e,2026-07-01,09:04:17,Pune,AirPods Pro,Audio,2,25000,1,8910.0,58410.0,Cash,Existing,1004,2026-07-01 22:32:45
aff27a0b-107b-4d41-b4bf-65d69122b113,2026-07-01,11:19:22,Pune,iPad Air,iPad,3,60000,4,31104.0,203904.0,Cash,Existing,1034,2026-07-01 18:50:26
51b5506b-67e7-438b-9e3f-b674045eb822,2026-07-01,05:20:46,Pune,iPhone 15,iPhone,9,70000,0,113400.0,743400.0,Credit Card,New,1049,2026-07-01 11:20:01
99306aa8-67a3-494b-b675-8f0b23d52cb4,2026-07-01,16:46:52,Pune,AirPods Pro,Audio,4,25000,3,17460.0,114460.0,Debit Card,New,1088,2026-07-01 07:36:05
e6b8d511-1b91-4c5e-9e9c-fc35dc8f688b,2026-07-01,16:49:19,Pune,iPad Pro,iPad,8,110000,9,144144.0,944944.0,Credit Card,New,1062,2026-07-01 23:46:11
8f9ebba3-5be5-4133-b9cf-b9c33060e680,2026-07-01,21:34:24,Delhi,iPhone 16,iPhone,8,80000,12,101376.0,664576.0,UPI,Existing,1030,2026-07-01 17:16:32
cc7a3da0-b6f6-4c42-ae6b-265b00c95ced,2026-07-01,22:22:24,Delhi,iPhone 16 Pro,iPhone,1,120000,14,18576.0,121776.0,Credit Card,New,1035,2026-07-01 17:25:35
e14a097b-ed68-45a2-b55f-2bb82a6eb591,2026-07-01,05:00:47,Delhi,Apple Watch Ultra,Watch,9,90000,3,141426.0,927126.0,UPI,Corporate,1082,2026-07-01 20:40:09
8f3768b4-8598-4ef9-929e-e86aa359919a,2026-07-01,17:23:25,Delhi,MacBook Air M4,Mac,6,125000,7,125550.0,823050.0,Net Banking,Existing,1019,2026-07-01 04:22:40
f0b49a83-5aa0-4aec-a869-c2fc9dd7213a,2026-07-01,19:31:55,Delhi,Apple Watch Ultra,Watch,7,90000,3,109998.0,721098.0,Credit Card,Corporate,1023,2026-07-01 09:36:31
fca15f43-8305-4035-821c-d1d42e111285,2026-07-01,23:01:57,Delhi,AirPods Pro,Audio,1,25000,7,4185.0,27435.0,UPI,Corporate,1027,2026-07-01 09:44:39
745d619a-c4bc-4c09-a81d-5cbeddb0f864,2026-07-01,01:31:18,Delhi,MacBook Air M4,Mac,9,125000,8,186300.0,1221300.0,Cash,New,1026,2026-07-01 04:13:31
77b96a0c-6c3c-4fef-ab9b-e1bb550a581c,2026-07-01,23:53:49,Delhi,Apple Watch Series 10,Watch,7,50000,15,53550.0,351050.0,Apple Pay,Existing,1095,2026-07-01 13:16:26
755a6185-89ad-4231-bab9-db37756e0c09,2026-07-01,14:42:32,Delhi,AirPods Pro,Audio,9,25000,15,34425.0,225675.0,Credit Card,New,1006,2026-07-01 19:21:35
ff6087e0-cd64-431b-91a4-70f7f78cd15c,2026-07-01,04:30:21,Delhi,MacBook Air M4,Mac,6,125000,2,132300.0,867300.0,Credit Card,New,1092,2026-07-01 10:45:32
11c12e78-3e55-4596-beb7-2323f2960eeb,2026-07-01,04:31:28,Delhi,Apple Watch Ultra,Watch,3,90000,11,43254.0,283554.0,UPI,Corporate,1053,2026-07-01 02:14:00
db920796-18e1-41f8-933c-955c2c828065,2026-07-01,22:26:43,Delhi,MacBook Pro M4,Mac,5,220000,13,172260.0,1129260.0,Net Banking,Existing,1058,2026-07-01 21:45:33
b7258465-179c-4ede-b728-381cf2e6311c,2026-07-01,01:10:18,Delhi,Apple Pencil Pro,Accessory,4,12000,2,8467.2,55507.2,Net Banking,New,1098,2026-07-01 11:29:16
bf4f1a7c-7953-4447-b48b-c2cbfe8c5b8e,2026-07-01,03:18:13,Delhi,Apple Pencil Pro,Accessory,10,12000,2,21168.0,138768.0,Net Banking,Corporate,1030,2026-07-01 17:40:35
74023610-04a2-40ad-a249-7b0cd8634a1e,2026-07-01,03:33:05,Delhi,Apple Watch Series 10,Watch,6,50000,4,51840.0,339840.0,Credit Card,Corporate,1051,2026-07-01 02:42:09
b7e58c27-070a-4ff7-a9a1-0694bc61618c,2026-07-01,23:44:08,Delhi,AirPods Pro,Audio,5,25000,0,22500.0,147500.0,Credit Card,New,1052,2026-07-01 09:24:10
16ed9ca7-1be5-41c3-83d2-0d49b3bbbda9,2026-07-01,18:59:24,Delhi,HomePod,Accessory,1,30000,0,5400.0,35400.0,Apple Pay,New,1002,2026-07-01 16:59:35
f9071753-5dec-4e40-9262-b659416c2edb,2026-07-01,02:08:30,Delhi,iPhone 16,iPhone,2,80000,6,27072.0,177472.0,Apple Pay,New,1019,2026-07-01 13:23:59
585fea5e-4418-42bc-a8c5-1a77cc57f9af,2026-07-01,05:41:15,Delhi,iPad Pro,iPad,8,110000,5,150480.0,986480.0,Cash,Existing,1034,2026-07-01 04:59:15
897eb17c-a75f-490c-aae4-c7e1be211e90,2026-07-01,00:56:42,Delhi,AirPods Pro,Audio,8,25000,15,30600.0,200600.0,Apple Pay,Corporate,1071,2026-07-01 16:36:01
7b59cfb2-19cd-46b0-95c2-df594e92f2d5,2026-07-01,08:32:20,Delhi,Apple TV,Accessory,5,18000,9,14742.0,96642.0,UPI,Existing,1004,2026-07-01 08:19:56
7f342142-1fad-4eac-a8d3-df333b6ad68e,2026-07-01,21:51:38,Delhi,iPhone 15,iPhone,6,70000,0,75600.0,495600.0,UPI,Existing,1012,2026-07-01 08:07:02
2e2d9389-fc7e-4f46-a137-02ea3d848867,2026-07-01,14:49:58,Delhi,iPad Air,iPad,4,60000,4,41472.0,271872.0,Cash,New,1030,2026-07-01 19:02:39
752c506d-3c9f-45a6-aeeb-82a93f0ef285,2026-07-01,19:45:01,Delhi,iPhone 16,iPhone,4,80000,5,54720.0,358720.0,Credit Card,Corporate,1029,2026-07-01 11:25:39
91026ebb-84fb-46b9-ae3a-4a03ff5674b1,2026-07-01,17:46:04,Delhi,iPad Air,iPad,8,60000,4,82944.0,543744.0,Debit Card,Corporate,1093,2026-07-01 06:26:39
b9e75962-ddba-41b8-ba68-b6638f454ba6,2026-07-01,22:12:18,Delhi,Apple TV,Accessory,2,18000,12,5702.4,37382.4,Credit Card,Corporate,1044,2026-07-01 14:29:30
3a899fdd-397e-4896-b820-4c7c7f4e9642,2026-07-01,23:47:25,Delhi,iPhone 16,iPhone,1,80000,8,13248.0,86848.0,Cash,Corporate,1054,2026-07-01 02:14:09
2240af30-caa8-4fcd-8057-5e6d79ccc179,2026-07-01,21:44:35,Delhi,MacBook Pro M4,Mac,9,220000,12,313632.0,2056032.0,Debit Card,New,1042,2026-07-01 06:52:11
1894595a-e919-4f6a-9503-5a1c37239e89,2026-07-01,22:08:46,Delhi,AirPods Pro,Audio,5,25000,2,22050.0,144550.0,Apple Pay,Corporate,1041,2026-07-01 01:32:49
66e4650c-3b61-46bd-9e0c-2bf799ee7539,2026-07-01,08:42:35,Delhi,AirPods Pro,Audio,1,25000,0,4500.0,29500.0,Cash,New,1043,2026-07-01 17:06:35
20b25339-a860-4973-ac25-921fbe0cfd86,2026-07-01,22:38:22,Delhi,AirPods 4,Audio,10,15000,11,24030.0,157530.0,Net Banking,Corporate,1009,2026-07-01 19:58:03
ffe1ae9c-5eab-41ed-a381-75dff269ed59,2026-07-01,01:10:15,Delhi,HomePod,Accessory,5,30000,0,27000.0,177000.0,Net Banking,Existing,1075,2026-07-01 04:27:56
5a710c25-f53a-4986-b57f-936863d92181,2026-07-01,22:56:11,Delhi,AirPods Pro,Audio,10,25000,0,45000.0,295000.0,Net Banking,Corporate,1093,2026-07-01 14:02:21
314345cd-645b-4bf5-b264-0d9bb1614c4b,2026-07-01,07:52:12,Delhi,MacBook Pro M4,Mac,4,220000,4,152064.0,996864.0,Net Banking,Existing,1091,2026-07-01 17:00:11
367e6388-db82-4ca8-b7d8-ed0cc175e86d,2026-07-01,07:26:11,Delhi,iPhone 16,iPhone,1,80000,6,13536.0,88736.0,Apple Pay,Corporate,1021,2026-07-01 08:06:09
6c25b1ce-1c75-494c-83f0-cf086d5c65bd,2026-07-01,16:48:41,Delhi,AirPods Pro,Audio,7,25000,11,28035.0,183785.0,Credit Card,Existing,1068,2026-07-01 01:13:01
7d601179-5458-47b9-8f1b-90ffc6b9621e,2026-07-01,03:48:55,Delhi,iPad Air,iPad,1,60000,1,10692.0,70092.0,Debit Card,Existing,1040,2026-07-01 00:33:33
11b7b291-2826-4062-b35c-7f0137a266db,2026-07-01,18:46:43,Delhi,iPhone 16 Pro Max,iPhone,6,150000,1,160380.0,1051380.0,Credit Card,New,1092,2026-07-01 04:37:06
082931e4-7f3d-4697-b027-6a6f1c3e33f6,2026-07-01,03:26:57,Delhi,Apple Watch Series 10,Watch,9,50000,11,72090.0,472590.0,Net Banking,New,1015,2026-07-01 04:26:34
77fe8a9a-de44-4698-853d-7f85fc9902a3,2026-07-01,20:45:19,Delhi,AirPods Pro,Audio,6,25000,7,25110.0,164610.0,Apple Pay,Corporate,1049,2026-07-01 19:34:16
f127da4d-3dda-4464-b2c0-3e0bbf049521,2026-07-01,07:46:57,Delhi,iPad Air,iPad,7,60000,11,67284.0,441084.0,UPI,Existing,1025,2026-07-01 08:11:20
08a62497-932c-495f-84f7-f4c8359548e7,2026-07-01,21:09:50,Delhi,HomePod,Accessory,10,30000,4,51840.0,339840.0,Credit Card,Existing,1061,2026-07-01 16:30:45
c72a7f5c-6a39-4e4d-b6eb-947466dd40bb,2026-07-01,17:02:59,Delhi,AirPods Pro,Audio,5,25000,3,21825.0,143075.0,UPI,Existing,1043,2026-07-01 14:09:36
1428131f-8932-4f74-a739-653189f7df80,2026-07-01,07:44:27,Delhi,AirPods 4,Audio,4,15000,10,9720.0,63720.0,Debit Card,Corporate,1075,2026-07-01 19:35:01
5bdc20bb-f05b-4d6a-830d-bd099c9593db,2026-07-01,19:20:12,Delhi,Apple Watch Series 10,Watch,9,50000,6,76140.0,499140.0,UPI,Corporate,1014,2026-07-01 10:06:08
b0cc14ab-7168-47f2-a579-acbfc9b563ee,2026-07-01,05:39:48,Delhi,iPhone 15,iPhone,10,70000,0,126000.0,826000.0,Net Banking,Corporate,1089,2026-07-01 14:21:27
a3d03010-3641-45d7-b2fc-0478a4db6741,2026-07-01,11:32:39,Delhi,MacBook Pro M4,Mac,1,220000,15,33660.0,220660.0,Credit Card,Existing,1060,2026-07-01 07:03:50
134715d1-4b84-4b0e-ae60-b62e349d431c,2026-07-01,07:47:52,Delhi,iPhone 15,iPhone,10,70000,5,119700.0,784700.0,Debit Card,Corporate,1011,2026-07-01 17:36:49
